"recordingID","filepath","start","end","scientific_name","common_name","confidence","lat","lon","week","overlap","sensitivity","min_conf","species_list","model","verify","timezone"
"SMM07526_20221213_130402.wav","C:/Users/jkauphusman/Desktop/Scripts/Bird_Scanner/data/SMM07526_20221213_130402.wav",21,24,"Haemorhous mexicanus","House Finch",0.7518,33.2736,-111.8298,50,0,1,0.75,"None","BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite",NA,"MST"
"SMM07526_20221213_130402.wav","C:/Users/jkauphusman/Desktop/Scripts/Bird_Scanner/data/SMM07526_20221213_130402.wav",3,6,"Haemorhous mexicanus","House Finch",0.7534,33.2736,-111.8298,50,0,1,0.75,"None","BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite",NA,"MST"
"SMM07526_20221213_130402.wav","C:/Users/jkauphusman/Desktop/Scripts/Bird_Scanner/data/SMM07526_20221213_130402.wav",39,42,"Haemorhous mexicanus","House Finch",0.8459,33.2736,-111.8298,50,0,1,0.75,"None","BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite",NA,"MST"
"SMM07526_20221213_130402.wav","C:/Users/jkauphusman/Desktop/Scripts/Bird_Scanner/data/SMM07526_20221213_130402.wav",6,9,"Haemorhous mexicanus","House Finch",0.8819,33.2736,-111.8298,50,0,1,0.75,"None","BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite",NA,"MST"
"SMM07526_20221213_130402.wav","C:/Users/jkauphusman/Desktop/Scripts/Bird_Scanner/data/SMM07526_20221213_130402.wav",9,12,"Haemorhous mexicanus","House Finch",0.8957,33.2736,-111.8298,50,0,1,0.75,"None","BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite",NA,"MST"
