filepath,start,end,scientific_name,common_name,confidence,lat,lon,week,overlap,sensitivity,min_conf,species_list,model
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,360.0,363.0,Catharus ustulatus,Swainson's Thrush,0.9985,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,366.0,369.0,Catharus ustulatus,Swainson's Thrush,0.9997,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,369.0,372.0,Catharus ustulatus,Swainson's Thrush,0.9334,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,372.0,375.0,Catharus ustulatus,Swainson's Thrush,0.9583,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,378.0,381.0,Catharus ustulatus,Swainson's Thrush,0.8874,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,387.0,390.0,Catharus ustulatus,Swainson's Thrush,0.7234,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,393.0,396.0,Catharus ustulatus,Swainson's Thrush,0.7899,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,402.0,405.0,Catharus ustulatus,Swainson's Thrush,0.9342,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,405.0,408.0,Setophaga occidentalis,Hermit Warbler,0.3157,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,405.0,408.0,Setophaga townsendi,Townsend's Warbler,0.2484,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,408.0,411.0,Catharus ustulatus,Swainson's Thrush,0.9494,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,414.0,417.0,Catharus ustulatus,Swainson's Thrush,0.5555,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,417.0,420.0,Catharus ustulatus,Swainson's Thrush,0.8800,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,42.0,45.0,Catharus ustulatus,Swainson's Thrush,0.6019,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,426.0,429.0,Catharus ustulatus,Swainson's Thrush,0.9286,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,432.0,435.0,Catharus ustulatus,Swainson's Thrush,0.8143,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,441.0,444.0,Catharus ustulatus,Swainson's Thrush,0.6884,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,447.0,450.0,Catharus ustulatus,Swainson's Thrush,0.8063,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,456.0,459.0,Catharus ustulatus,Swainson's Thrush,0.9507,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,465.0,468.0,Catharus ustulatus,Swainson's Thrush,0.9933,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,474.0,477.0,Catharus ustulatus,Swainson's Thrush,0.9765,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,48.0,51.0,Catharus ustulatus,Swainson's Thrush,0.7556,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,483.0,486.0,Catharus ustulatus,Swainson's Thrush,0.7236,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,489.0,492.0,Catharus ustulatus,Swainson's Thrush,0.9793,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,495.0,498.0,Catharus ustulatus,Swainson's Thrush,0.9593,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,498.0,501.0,Catharus ustulatus,Swainson's Thrush,0.9470,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,504.0,507.0,Catharus ustulatus,Swainson's Thrush,0.7051,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,51.0,54.0,Brachyramphus marmoratus,Marbled Murrelet,0.4657,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,513.0,516.0,Catharus ustulatus,Swainson's Thrush,0.7813,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,519.0,522.0,Catharus ustulatus,Swainson's Thrush,0.8803,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,525.0,528.0,Catharus ustulatus,Swainson's Thrush,0.7827,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,531.0,534.0,Catharus ustulatus,Swainson's Thrush,0.2632,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,540.0,543.0,Catharus ustulatus,Swainson's Thrush,0.6463,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
C:/Users/JKauphusman/Desktop/Scripts/Bird_Scanner/example-audio-directory/Rivendell_20210623_114602.wav,546.0,549.0,Catharus ustulatus,Swainson's Thrush,0.9694,46.0992,-123.8765,25,0.0,1.0,0.1,None,BirdNET_GLOBAL_2K_V2.1_Model_FP32.tflite
